timestamp,scenario_id,scenario_type,zone_id,sensor_anomaly_score,active_permits,permit_overlap_count,has_hot_work,has_confined_space,has_electrical_isolation,simops_conflict,worker_count,worker_exposure_duration,maintenance_overdue,equipment_health_avg,recent_near_miss_count,shift_change,risk_score,is_incident_imminent,incident_event_time,minutes_to_incident,event_occurred,combustible_gas_val,combustible_gas_avg_30m,combustible_gas_std_30m,combustible_gas_slope_30m,toxic_gas_val,toxic_gas_avg_30m,toxic_gas_std_30m,toxic_gas_slope_30m,oxygen_val,oxygen_avg_30m,oxygen_std_30m,oxygen_slope_30m,ventilation_val,ventilation_avg_30m,ventilation_std_30m,ventilation_slope_30m,pressure_val,pressure_avg_30m,pressure_std_30m,pressure_slope_30m,vibration_val,vibration_avg_30m,vibration_std_30m,vibration_slope_30m,temperature_val,temperature_avg_30m,temperature_std_30m,temperature_slope_30m
2026-07-01T20:06:13.789862,NORMAL-0000,normal_operation,Z-1,0.235,0,0,0,0,0,0,26,36,215,94.76,0,1,11.57,0,,,0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,20.882,20.882,0.0,0.0,95.061,95.061,0.0,0.0,10.006,10.006,0.0,0.0,1.202,1.202,0.0,0.0,25.119,25.119,0.0,0.0
2026-07-01T20:06:13.789862,NORMAL-0000,normal_operation,Z-3,0.002,0,0,0,0,0,0,26,65,175,96.66,0,1,11.43,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.903,20.903,0.0,0.0,94.812,94.812,0.0,0.0,10.035,10.035,0.0,0.0,1.162,1.162,0.0,0.0,25.147,25.147,0.0,0.0
2026-07-01T20:06:13.789862,NORMAL-0000,normal_operation,Z-5,0.214,0,0,0,0,0,0,19,89,161,94.54,0,1,7.36,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.907,20.907,0.0,0.0,94.947,94.947,0.0,0.0,9.975,9.975,0.0,0.0,1.194,1.194,0.0,0.0,24.841,24.841,0.0,0.0
2026-07-01T20:06:13.789862,NORMAL-0000,normal_operation,Z-6,0.125,0,0,0,0,0,0,20,37,143,96.84,1,1,7.55,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.918,20.918,0.0,0.0,95.038,95.038,0.0,0.0,10.061,10.061,0.0,0.0,1.162,1.162,0.0,0.0,25.174,25.174,0.0,0.0
2026-07-01T20:06:13.789862,NORMAL-0000,normal_operation,Z-7,0.019,0,0,0,0,0,0,30,18,207,94.29,0,1,7.95,0,,,0,0.007,0.007,0.0,0.0,0.013,0.013,0.0,0.0,20.886,20.886,0.0,0.0,95.066,95.066,0.0,0.0,10.006,10.006,0.0,0.0,1.246,1.246,0.0,0.0,24.94,24.94,0.0,0.0
2026-07-01T20:06:13.789862,NORMAL-0000,normal_operation,Z-8,0.022,1,0,0,0,0,0,32,20,185,94.19,0,1,11.18,0,,,0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,20.906,20.906,0.0,0.0,95.101,95.101,0.0,0.0,9.935,9.935,0.0,0.0,1.165,1.165,0.0,0.0,25.205,25.205,0.0,0.0
2026-07-01T20:06:13.789862,NORMAL-0000,normal_operation,Z-10,0.228,0,0,0,0,0,0,27,71,143,93.42,1,1,9.26,0,,,0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,20.9,20.9,0.0,0.0,95.081,95.081,0.0,0.0,0.0,0.0,0.0,0.0,1.236,1.236,0.0,0.0,24.938,24.938,0.0,0.0
2026-07-01T20:11:13.789862,NORMAL-0000,normal_operation,Z-2,0.288,0,0,0,0,0,0,23,25,155,95.04,0,0,5.62,0,,,0,0.028,0.019,0.008,0.003,0.0,0.0,0.0,0.0,20.907,20.898,0.009,0.003,95.22,95.173,0.047,0.019,9.994,10.004,0.011,-0.004,1.206,1.205,0.001,0.0,25.138,25.078,0.06,0.024
2026-07-01T20:11:13.789862,NORMAL-0000,normal_operation,Z-4,0.175,0,0,0,0,0,0,22,20,133,96.85,0,0,10.49,0,,,0,0.003,0.001,0.001,0.001,0.0,0.0,0.0,0.0,20.893,20.898,0.006,-0.002,94.873,94.871,0.002,0.001,10.057,10.058,0.001,-0.0,1.179,1.194,0.016,-0.006,24.555,24.654,0.099,-0.04
2026-07-01T20:11:13.789862,NORMAL-0000,normal_operation,Z-9,0.007,0,0,0,0,0,0,25,67,172,92.83,0,0,9.37,0,,,0,0.012,0.006,0.006,0.002,0.012,0.009,0.003,0.001,20.905,20.905,0.0,-0.0,94.99,94.914,0.076,0.03,10.147,10.116,0.031,0.012,1.214,1.203,0.011,0.004,25.13,25.048,0.082,0.033
2026-07-01T20:16:13.789862,NORMAL-0000,normal_operation,Z-1,0.236,0,0,0,0,0,0,26,65,215,94.76,0,0,5.51,0,,,0,0.005,0.002,0.002,0.001,0.016,0.009,0.006,0.001,20.901,20.89,0.008,0.002,95.25,95.156,0.077,0.019,10.166,10.087,0.065,0.016,1.192,1.183,0.02,-0.001,24.958,25.001,0.085,-0.016
2026-07-01T20:16:13.789862,NORMAL-0000,normal_operation,Z-4,0.25,0,0,0,0,0,0,22,77,133,96.85,0,0,10.02,0,,,0,0.019,0.007,0.008,0.002,0.007,0.002,0.003,0.001,20.896,20.898,0.005,-0.001,95.058,94.934,0.088,0.019,10.005,10.04,0.025,-0.005,1.178,1.189,0.015,-0.003,24.468,24.592,0.119,-0.028
2026-07-01T20:16:13.789862,NORMAL-0000,normal_operation,Z-5,0.038,0,0,0,0,0,0,19,78,161,94.54,0,0,8.77,0,,,0,0.017,0.011,0.008,0.002,0.012,0.004,0.006,0.001,20.897,20.903,0.005,-0.001,94.894,94.964,0.065,-0.005,9.987,9.953,0.04,0.001,1.162,1.17,0.017,-0.003,24.913,24.812,0.097,0.007
2026-07-01T20:16:13.789862,NORMAL-0000,normal_operation,Z-9,0.184,0,0,0,0,0,0,25,77,172,92.83,1,0,9.25,0,,,0,0.006,0.006,0.005,0.001,0.026,0.014,0.008,0.002,20.925,20.912,0.009,0.002,94.816,94.881,0.077,-0.002,10.133,10.122,0.027,0.005,1.182,1.196,0.014,-0.001,25.128,25.075,0.077,0.016
2026-07-01T20:16:13.789862,NORMAL-0000,normal_operation,Z-10,0.193,0,0,0,0,0,0,27,32,143,93.42,0,0,9.28,0,,,0,0.029,0.021,0.01,0.002,0.022,0.011,0.009,0.002,20.882,20.891,0.007,-0.002,94.848,94.98,0.098,-0.023,0.0,0.0,0.0,0.0,1.278,1.262,0.018,0.004,24.75,24.844,0.077,-0.019
2026-07-01T20:21:13.789862,NORMAL-0000,normal_operation,Z-5,0.023,0,0,0,0,0,0,19,77,161,94.54,0,0,5.11,0,,,0,0.019,0.013,0.007,0.001,0.015,0.007,0.007,0.001,20.913,20.905,0.006,0.0,94.985,94.969,0.057,-0.001,10.019,9.969,0.045,0.004,1.14,1.163,0.02,-0.003,25.129,24.891,0.161,0.022
2026-07-01T20:21:13.789862,NORMAL-0000,normal_operation,Z-7,0.023,0,0,0,0,0,0,30,73,207,94.29,0,0,11.75,0,,,0,0.0,0.002,0.003,-0.0,0.0,0.008,0.006,-0.001,20.9,20.9,0.011,0.001,95.441,95.222,0.153,0.026,10.003,10.014,0.015,-0.001,1.279,1.272,0.015,0.002,24.834,24.935,0.071,-0.004
2026-07-01T20:26:13.789862,NORMAL-0000,normal_operation,Z-2,0.259,0,0,0,0,0,0,23,75,155,95.04,0,0,10.46,0,,,0,0.029,0.024,0.007,0.001,0.003,0.002,0.002,0.0,20.885,20.9,0.012,-0.0,95.191,95.151,0.063,-0.001,10.075,10.014,0.032,0.003,1.254,1.226,0.022,0.003,24.747,24.979,0.136,-0.015
2026-07-01T20:26:13.789862,NORMAL-0000,normal_operation,Z-4,0.187,0,0,0,0,0,0,22,51,133,96.85,0,0,11.28,0,,,0,0.025,0.012,0.009,0.001,0.0,0.003,0.004,0.0,20.913,20.9,0.007,0.0,94.827,94.898,0.082,-0.002,9.871,9.982,0.076,-0.01,1.165,1.181,0.016,-0.002,24.785,24.628,0.121,0.002
2026-07-01T20:26:13.789862,NORMAL-0000,normal_operation,Z-5,0.159,0,0,0,0,0,0,19,44,161,94.54,0,0,10.22,0,,,0,0.029,0.016,0.009,0.001,0.0,0.005,0.007,0.0,20.894,20.903,0.007,-0.0,94.868,94.949,0.065,-0.004,9.933,9.962,0.043,0.001,1.122,1.154,0.024,-0.003,25.042,24.921,0.156,0.017
2026-07-01T20:26:13.789862,NORMAL-0000,normal_operation,Z-9,0.195,0,0,0,0,0,0,25,18,172,92.83,0,0,11.9,0,,,0,0.004,0.006,0.004,0.0,0.055,0.028,0.018,0.003,20.92,20.914,0.008,0.001,94.769,94.869,0.08,-0.004,10.134,10.113,0.033,0.0,1.268,1.217,0.03,0.003,24.94,25.068,0.096,-0.0
2026-07-01T20:31:13.789862,NORMAL-0000,normal_operation,Z-2,0.22,0,0,0,0,0,0,23,35,155,95.04,0,0,9.46,0,,,0,0.04,0.026,0.009,0.001,0.009,0.003,0.003,0.0,20.899,20.9,0.011,-0.0,95.023,95.13,0.075,-0.004,10.038,10.018,0.031,0.002,1.207,1.223,0.021,0.001,24.562,24.909,0.199,-0.021
2026-07-01T20:31:13.789862,NORMAL-0000,normal_operation,Z-3,0.079,0,0,0,0,0,0,26,81,175,96.66,0,0,9.65,0,,,0,0.012,0.01,0.01,0.001,0.036,0.024,0.014,0.002,20.893,20.889,0.01,-0.001,94.645,94.61,0.133,-0.009,9.837,9.985,0.084,-0.009,1.25,1.216,0.034,0.004,25.061,25.111,0.146,-0.011
2026-07-01T20:31:13.789862,NORMAL-0000,normal_operation,Z-6,0.123,0,0,0,0,0,0,20,60,143,96.84,0,0,11.71,0,,,0,0.005,0.002,0.002,0.0,0.0,0.0,0.0,0.0,20.893,20.912,0.012,-0.001,94.943,95.072,0.086,-0.004,9.884,9.961,0.059,-0.006,1.117,1.137,0.02,-0.002,24.8,25.096,0.191,-0.019
2026-07-01T20:31:13.789862,NORMAL-0000,normal_operation,Z-8,0.211,2,1,0,0,0,1,32,54,185,94.19,0,0,10.02,0,,,0,0.034,0.02,0.016,0.002,0.01,0.021,0.008,-0.001,20.896,20.902,0.005,-0.0,95.296,95.161,0.087,0.007,10.068,9.971,0.055,0.005,1.105,1.163,0.031,-0.002,24.826,24.977,0.124,-0.014
2026-07-01T20:31:13.789862,NORMAL-0000,normal_operation,Z-9,0.181,0,0,0,0,0,0,25,16,172,92.83,0,0,7.49,0,,,0,0.0,0.005,0.004,-0.0,0.058,0.033,0.02,0.002,20.935,20.918,0.01,0.001,94.808,94.858,0.077,-0.004,10.196,10.126,0.043,0.003,1.281,1.228,0.037,0.004,25.076,25.07,0.088,0.0
2026-07-01T20:36:13.789862,NORMAL-0000,normal_operation,Z-2,0.21,0,0,0,0,0,0,23,34,155,95.04,0,0,8.46,0,,,0,0.033,0.03,0.006,0.0,0.0,0.003,0.003,0.0,20.917,20.905,0.011,-0.0,95.162,95.136,0.076,-0.003,10.059,10.025,0.034,0.003,1.219,1.225,0.02,0.0,24.575,24.835,0.225,-0.026
2026-07-01T20:36:13.789862,NORMAL-0000,normal_operation,Z-5,0.235,0,0,0,0,0,0,19,24,161,94.54,0,0,9.58,0,,,0,0.008,0.017,0.007,-0.0,0.012,0.006,0.006,0.0,20.865,20.892,0.016,-0.002,94.855,94.894,0.107,-0.009,9.974,9.964,0.039,0.002,1.12,1.13,0.027,-0.002,25.156,24.978,0.159,0.014
2026-07-01T20:41:13.789862,NORMAL-0000,normal_operation,Z-3,0.059,0,0,0,0,0,0,26,56,175,96.66,1,0,5.05,0,,,0,0.0,0.011,0.009,-0.0,0.054,0.04,0.011,0.001,20.89,20.888,0.01,0.001,94.894,94.622,0.155,0.015,9.888,9.933,0.078,-0.008,1.22,1.229,0.019,-0.001,25.067,25.068,0.118,-0.003
2026-07-01T20:41:13.789862,NORMAL-0000,normal_operation,Z-4,0.204,0,0,0,0,0,0,22,64,133,96.85,0,0,7.29,0,,,0,0.052,0.03,0.013,0.001,0.012,0.007,0.005,0.0,20.935,20.91,0.014,0.001,95.029,94.913,0.1,-0.0,9.929,9.918,0.044,-0.002,1.114,1.157,0.023,-0.002,24.88,24.728,0.157,0.015
2026-07-01T20:41:13.789862,NORMAL-0000,normal_operation,Z-6,0.114,0,0,0,0,0,0,20,56,143,96.84,0,0,9.75,0,,,0,0.026,0.007,0.009,0.001,0.0,0.0,0.0,0.0,20.875,20.899,0.019,-0.002,95.143,95.083,0.083,0.0,9.766,9.877,0.068,-0.007,1.113,1.121,0.014,-0.001,24.94,24.972,0.161,-0.014
2026-07-01T20:41:13.789862,NORMAL-0000,normal_operation,Z-9,0.004,0,0,0,0,0,0,25,58,172,92.83,0,0,7.95,0,,,0,0.0,0.003,0.003,-0.0,0.034,0.043,0.011,0.0,20.951,20.931,0.012,0.001,94.544,94.764,0.117,-0.011,10.279,10.171,0.07,0.007,1.327,1.265,0.049,0.006,24.927,25.021,0.112,-0.01
2026-07-01T20:46:13.789862,NORMAL-0000,normal_operation,Z-1,0.231,1,0,0,0,1,0,26,75,215,94.76,0,0,11.78,0,,,0,0.008,0.001,0.003,0.0,0.072,0.049,0.017,0.002,20.865,20.885,0.012,-0.001,95.22,95.249,0.112,-0.009,10.262,10.278,0.039,0.002,1.148,1.148,0.015,-0.001,25.21,25.104,0.145,0.015
2026-07-01T20:46:13.789862,NORMAL-0000,normal_operation,Z-3,0.275,0,0,0,0,0,0,26,45,175,96.66,0,0,7.18,0,,,0,0.007,0.011,0.009,-0.001,0.041,0.043,0.008,0.001,20.87,20.886,0.012,0.0,94.955,94.686,0.195,0.023,9.956,9.914,0.052,-0.001,1.18,1.222,0.026,-0.002,25.047,25.032,0.081,0.004
2026-07-01T20:46:13.789862,NORMAL-0000,normal_operation,Z-6,0.293,0,0,0,0,0,0,20,23,143,96.84,0,0,6.18,0,,,0,0.013,0.009,0.009,0.001,0.0,0.0,0.0,0.0,20.889,20.892,0.012,-0.001,95.251,95.113,0.103,0.005,9.785,9.855,0.072,-0.008,1.074,1.108,0.016,-0.001,25.031,24.937,0.113,-0.002
2026-07-01T20:46:13.789862,NORMAL-0000,normal_operation,Z-7,0.085,1,0,0,0,0,0,30,58,207,94.29,0,0,10.48,0,,,0,0.028,0.012,0.01,0.001,0.019,0.024,0.014,0.001,20.927,20.907,0.013,0.001,95.718,95.632,0.102,0.008,10.007,9.974,0.031,0.0,1.318,1.286,0.015,0.001,24.392,24.655,0.149,-0.014
2026-07-01T20:46:13.789862,NORMAL-0000,normal_operation,Z-10,0.106,0,0,0,0,0,0,27,19,143,93.42,0,0,5.33,0,,,0,0.006,0.009,0.005,-0.0,0.067,0.055,0.01,0.001,20.92,20.889,0.018,0.002,95.109,95.097,0.102,0.007,0.0,0.0,0.0,0.0,1.189,1.236,0.044,-0.005,24.62,24.653,0.093,-0.008
2026-07-01T20:51:13.789862,NORMAL-0000,normal_operation,Z-2,0.137,0,0,0,0,0,0,23,87,155,95.04,0,0,8.43,0,,,0,0.015,0.026,0.01,-0.001,0.0,0.004,0.005,-0.0,20.924,20.915,0.019,0.002,95.292,95.188,0.097,0.006,9.992,10.059,0.036,-0.001,1.222,1.215,0.021,-0.001,24.652,24.602,0.08,-0.003
2026-07-01T20:51:13.789862,NORMAL-0000,normal_operation,Z-3,0.281,0,0,0,0,0,0,26,18,175,96.66,0,0,10.64,0,,,0,0.0,0.008,0.009,-0.001,0.046,0.045,0.007,0.0,20.863,20.883,0.014,-0.001,95.151,94.81,0.214,0.025,9.938,9.903,0.038,0.003,1.171,1.213,0.032,-0.004,25.11,25.043,0.086,0.007
2026-07-01T20:51:13.789862,NORMAL-0000,normal_operation,Z-6,0.282,0,0,0,0,0,0,20,79,143,96.84,0,0,9.85,0,,,0,0.025,0.013,0.009,0.001,0.0,0.0,0.0,0.0,20.881,20.886,0.008,-0.001,95.069,95.092,0.097,0.007,9.7,9.815,0.08,-0.009,1.076,1.102,0.019,-0.002,24.915,24.901,0.075,0.005
2026-07-01T20:56:13.789862,NORMAL-0000,normal_operation,Z-3,0.09,0,0,0,0,0,0,26,58,175,96.66,0,0,7.55,0,,,0,0.007,0.005,0.004,-0.0,0.049,0.047,0.007,0.0,20.848,20.878,0.02,-0.002,95.311,94.944,0.233,0.027,10.025,9.922,0.06,0.007,1.199,1.204,0.026,-0.002,25.351,25.125,0.104,0.008
2026-07-01T20:56:13.789862,NORMAL-0000,normal_operation,Z-5,0.032,0,0,0,0,0,0,19,12,161,94.54,0,0,8.62,0,,,0,0.025,0.014,0.006,0.001,0.018,0.006,0.007,0.0,20.878,20.872,0.006,0.0,94.401,94.622,0.178,-0.018,10.076,10.048,0.057,0.005,1.128,1.121,0.029,0.002,25.133,25.049,0.086,0.003
2026-07-01T20:56:13.789862,NORMAL-0000,normal_operation,Z-8,0.084,1,0,0,0,0,0,32,68,185,94.19,1,0,10.53,0,,,0,0.038,0.035,0.008,-0.0,0.007,0.007,0.003,0.0,20.882,20.887,0.009,-0.001,95.575,95.496,0.122,0.013,10.096,10.115,0.04,-0.0,1.049,1.08,0.019,-0.002,24.835,24.856,0.123,-0.007
2026-07-01T20:56:13.789862,NORMAL-0000,normal_operation,Z-10,0.003,0,0,0,0,0,0,27,35,143,93.42,0,0,10.54,0,,,0,0.025,0.011,0.008,0.001,0.064,0.061,0.007,0.0,20.933,20.911,0.018,0.002,95.253,95.159,0.08,0.001,0.0,0.0,0.0,0.0,1.163,1.198,0.023,-0.002,24.484,24.582,0.08,-0.006
2026-07-01T21:01:13.789862,NORMAL-0000,normal_operation,Z-1,0.074,1,0,0,0,1,0,26,59,215,94.76,0,0,6.14,0,,,0,0.008,0.01,0.009,0.001,0.055,0.066,0.008,0.0,20.905,20.884,0.012,0.001,95.014,95.094,0.084,-0.006,10.42,10.326,0.048,0.004,1.204,1.163,0.024,0.003,25.338,25.301,0.102,0.01
2026-07-01T21:01:13.789862,NORMAL-0000,normal_operation,Z-3,0.245,0,0,0,0,0,0,26,17,175,96.66,0,0,8.01,0,,,0,0.013,0.005,0.004,0.0,0.035,0.047,0.007,-0.001,20.854,20.872,0.02,-0.002,95.511,95.088,0.269,0.031,10.104,9.967,0.077,0.008,1.206,1.196,0.016,-0.0,25.468,25.193,0.159,0.015
2026-07-01T21:01:13.789862,NORMAL-0000,normal_operation,Z-5,0.0,0,0,0,0,0,0,19,25,161,94.54,0,0,6.09,0,,,0,0.008,0.013,0.006,0.0,0.014,0.008,0.007,0.0,20.887,20.874,0.008,0.001,94.382,94.567,0.192,-0.021,10.045,10.059,0.049,0.003,1.128,1.129,0.022,0.001,25.135,25.081,0.076,0.002
2026-07-01T21:01:13.789862,NORMAL-0000,normal_operation,Z-6,0.056,1,0,0,1,0,0,20,89,143,96.84,0,0,10.34,0,,,0,0.03,0.023,0.01,0.001,0.0,0.0,0.0,0.0,20.853,20.874,0.012,-0.001,94.799,95.053,0.148,-0.014,9.815,9.773,0.038,-0.0,1.064,1.092,0.021,-0.001,25.041,24.986,0.103,0.009
2026-07-01T21:06:13.789862,NORMAL-0000,normal_operation,Z-2,0.175,0,0,0,0,0,0,23,89,155,95.04,0,0,10.83,0,,,0,0.031,0.022,0.007,0.0,0.013,0.005,0.006,0.0,20.926,20.932,0.009,0.0,95.632,95.385,0.154,0.015,10.048,10.039,0.049,-0.003,1.311,1.248,0.048,0.006,24.913,24.722,0.157,0.017
2026-07-01T21:06:13.789862,NORMAL-0000,normal_operation,Z-3,0.24,0,0,0,0,0,0,26,32,175,96.66,0,0,8.55,0,,,0,0.006,0.005,0.004,0.0,0.049,0.046,0.006,-0.0,20.866,20.865,0.013,-0.001,95.706,95.255,0.289,0.034,10.042,9.992,0.072,0.007,1.157,1.189,0.022,-0.001,25.386,25.238,0.168,0.018
2026-07-01T21:06:13.789862,NORMAL-0000,normal_operation,Z-9,0.078,0,0,0,0,0,0,25,68,172,92.83,1,0,9.4,0,,,0,0.007,0.004,0.004,0.0,0.031,0.031,0.009,0.0,20.98,20.958,0.012,0.001,94.668,94.636,0.07,0.007,10.368,10.294,0.045,0.003,1.252,1.289,0.027,-0.003,24.754,24.74,0.121,-0.01
2026-07-01T21:06:13.789862,NORMAL-0000,normal_operation,Z-10,0.286,0,0,0,0,0,0,27,79,143,93.42,0,0,7.54,0,,,0,0.019,0.014,0.007,0.0,0.07,0.066,0.004,0.0,20.914,20.92,0.011,0.0,95.319,95.224,0.13,0.012,0.0,0.0,0.0,0.0,1.116,1.164,0.034,-0.004,24.358,24.516,0.089,-0.004
